featureType,latitude,longitude
home,37.73815714285715,-122.43512571428572
home,37.74114285714286,-122.43512571428572
home,37.744128571428575,-122.43512571428572
home,37.74711428571429,-122.43512571428572
home,37.7501,-122.43512571428572
home,37.75308571428572,-122.43512571428572
home,37.75607142857143,-122.43512571428572
home,37.759057142857145,-122.43512571428572
home,37.76204285714286,-122.43512571428572
home,37.76502857142857,-122.43512571428572
home,37.76801428571429,-122.43512571428572
home,37.771,-122.43512571428572
home,37.773985714285715,-122.43512571428572
home,37.77697142857143,-122.43512571428572
home,37.77995714285714,-122.43512571428572
home,37.78294285714286,-122.43512571428572
home,37.78592857142857,-122.43512571428572
home,37.78891428571429,-122.43512571428572
home,37.791900000000005,-122.43512571428572
home,37.79488571428572,-122.43512571428572
home,37.79787142857143,-122.43512571428572
home,37.80085714285715,-122.43512571428572
home,37.80384285714286,-122.43512571428572
home,37.806828571428575,-122.43512571428572
home,37.7083,-122.43037714285714
home,37.711285714285715,-122.43037714285714
home,37.71427142857143,-122.43037714285714
home,37.71725714285714,-122.43037714285714
home,37.72024285714286,-122.43037714285714
home,37.72322857142857,-122.43037714285714
home,37.726214285714285,-122.43037714285714
home,37.7292,-122.43037714285714
home,37.73218571428571,-122.43037714285714
home,37.735171428571434,-122.43037714285714
home,37.73815714285715,-122.43037714285714
home,37.74114285714286,-122.43037714285714
home,37.744128571428575,-122.43037714285714
home,37.74711428571429,-122.43037714285714
home,37.7501,-122.43037714285714
home,37.75308571428572,-122.43037714285714
home,37.75607142857143,-122.43037714285714
home,37.759057142857145,-122.43037714285714
home,37.76204285714286,-122.43037714285714
home,37.76502857142857,-122.43037714285714
home,37.76801428571429,-122.43037714285714
home,37.771,-122.43037714285714
home,37.773985714285715,-122.43037714285714
home,37.77697142857143,-122.43037714285714
home,37.77995714285714,-122.43037714285714
home,37.78294285714286,-122.43037714285714
home,37.78592857142857,-122.43037714285714
home,37.78891428571429,-122.43037714285714
home,37.791900000000005,-122.43037714285714
home,37.79488571428572,-122.43037714285714
home,37.79787142857143,-122.43037714285714
home,37.80085714285715,-122.43037714285714
home,37.80384285714286,-122.43037714285714
home,37.806828571428575,-122.43037714285714
home,37.7083,-122.42562857142858
home,37.711285714285715,-122.42562857142858
home,37.71427142857143,-122.42562857142858
home,37.71725714285714,-122.42562857142858
home,37.72024285714286,-122.42562857142858
home,37.72322857142857,-122.42562857142858
home,37.726214285714285,-122.42562857142858
home,37.7292,-122.42562857142858
home,37.73218571428571,-122.42562857142858
home,37.735171428571434,-122.42562857142858
home,37.73815714285715,-122.42562857142858
home,37.74114285714286,-122.42562857142858
home,37.744128571428575,-122.42562857142858
home,37.74711428571429,-122.42562857142858
home,37.7501,-122.42562857142858
home,37.75308571428572,-122.42562857142858
home,37.75607142857143,-122.42562857142858
home,37.759057142857145,-122.42562857142858
home,37.76204285714286,-122.42562857142858
home,37.76502857142857,-122.42562857142858
home,37.76801428571429,-122.42562857142858
home,37.771,-122.42562857142858
home,37.773985714285715,-122.42562857142858
home,37.77697142857143,-122.42562857142858
home,37.77995714285714,-122.42562857142858
home,37.78294285714286,-122.42562857142858
home,37.78592857142857,-122.42562857142858
home,37.78891428571429,-122.42562857142858
home,37.791900000000005,-122.42562857142858
home,37.79488571428572,-122.42562857142858
home,37.79787142857143,-122.42562857142858
home,37.80085714285715,-122.42562857142858
home,37.80384285714286,-122.42562857142858
home,37.806828571428575,-122.42562857142858
home,37.7083,-122.42088
home,37.711285714285715,-122.42088
home,37.71427142857143,-122.42088
home,37.71725714285714,-122.42088
home,37.72024285714286,-122.42088
home,37.72322857142857,-122.42088
home,37.726214285714285,-122.42088
home,37.7292,-122.42088
home,37.73218571428571,-122.42088
home,37.735171428571434,-122.42088
home,37.73815714285715,-122.42088
home,37.74114285714286,-122.42088
home,37.744128571428575,-122.42088
home,37.74711428571429,-122.42088
home,37.7501,-122.42088
home,37.75308571428572,-122.42088
home,37.75607142857143,-122.42088
home,37.759057142857145,-122.42088
home,37.76204285714286,-122.42088
home,37.76502857142857,-122.42088
home,37.76801428571429,-122.42088
home,37.771,-122.42088
home,37.773985714285715,-122.42088
home,37.77697142857143,-122.42088
home,37.77995714285714,-122.42088
home,37.78294285714286,-122.42088
home,37.78592857142857,-122.42088
home,37.78891428571429,-122.42088
home,37.791900000000005,-122.42088
home,37.79488571428572,-122.42088
home,37.79787142857143,-122.42088
home,37.80085714285715,-122.42088
home,37.80384285714286,-122.42088
home,37.806828571428575,-122.42088
home,37.80981428571429,-122.42088
home,37.7083,-122.41613142857143
home,37.711285714285715,-122.41613142857143
home,37.71427142857143,-122.41613142857143
home,37.71725714285714,-122.41613142857143
home,37.72024285714286,-122.41613142857143
home,37.72322857142857,-122.41613142857143
home,37.726214285714285,-122.41613142857143
home,37.7292,-122.41613142857143
home,37.73218571428571,-122.41613142857143
home,37.735171428571434,-122.41613142857143
home,37.73815714285715,-122.41613142857143
home,37.74114285714286,-122.41613142857143
home,37.744128571428575,-122.41613142857143
home,37.74711428571429,-122.41613142857143
home,37.7501,-122.41613142857143
home,37.75308571428572,-122.41613142857143
home,37.75607142857143,-122.41613142857143
home,37.759057142857145,-122.41613142857143
home,37.76204285714286,-122.41613142857143
home,37.76502857142857,-122.41613142857143
home,37.76801428571429,-122.41613142857143
home,37.771,-122.41613142857143
home,37.773985714285715,-122.41613142857143
home,37.77697142857143,-122.41613142857143
home,37.77995714285714,-122.41613142857143
home,37.78294285714286,-122.41613142857143
home,37.78592857142857,-122.41613142857143
home,37.78891428571429,-122.41613142857143
home,37.791900000000005,-122.41613142857143
home,37.79488571428572,-122.41613142857143
home,37.79787142857143,-122.41613142857143
home,37.80085714285715,-122.41613142857143
home,37.80384285714286,-122.41613142857143
home,37.806828571428575,-122.41613142857143
home,37.80981428571429,-122.41613142857143
home,37.7083,-122.41138285714285
home,37.711285714285715,-122.41138285714285
home,37.71427142857143,-122.41138285714285
home,37.71725714285714,-122.41138285714285
home,37.72024285714286,-122.41138285714285
home,37.72322857142857,-122.41138285714285
home,37.726214285714285,-122.41138285714285
home,37.7292,-122.41138285714285
home,37.73218571428571,-122.41138285714285
home,37.735171428571434,-122.41138285714285
home,37.73815714285715,-122.41138285714285
home,37.74114285714286,-122.41138285714285
home,37.744128571428575,-122.41138285714285
home,37.74711428571429,-122.41138285714285
home,37.7501,-122.41138285714285
home,37.75308571428572,-122.41138285714285
home,37.75607142857143,-122.41138285714285
home,37.759057142857145,-122.41138285714285
home,37.76204285714286,-122.41138285714285
home,37.76502857142857,-122.41138285714285
home,37.76801428571429,-122.41138285714285
home,37.771,-122.41138285714285
home,37.773985714285715,-122.41138285714285
home,37.77697142857143,-122.41138285714285
home,37.77995714285714,-122.41138285714285
home,37.78294285714286,-122.41138285714285
home,37.78592857142857,-122.41138285714285
home,37.78891428571429,-122.41138285714285
home,37.791900000000005,-122.41138285714285
home,37.79488571428572,-122.41138285714285
home,37.79787142857143,-122.41138285714285
home,37.80085714285715,-122.41138285714285
home,37.80384285714286,-122.41138285714285
home,37.806828571428575,-122.41138285714285
home,37.80981428571429,-122.41138285714285
home,37.7083,-122.40663428571429
home,37.711285714285715,-122.40663428571429
home,37.71427142857143,-122.40663428571429
home,37.71725714285714,-122.40663428571429
home,37.72024285714286,-122.40663428571429
home,37.72322857142857,-122.40663428571429
home,37.726214285714285,-122.40663428571429
home,37.7292,-122.40663428571429
home,37.73218571428571,-122.40663428571429
home,37.735171428571434,-122.40663428571429
home,37.73815714285715,-122.40663428571429
home,37.74114285714286,-122.40663428571429
home,37.744128571428575,-122.40663428571429
home,37.74711428571429,-122.40663428571429
home,37.7501,-122.40663428571429
home,37.75308571428572,-122.40663428571429
home,37.75607142857143,-122.40663428571429
home,37.759057142857145,-122.40663428571429
home,37.76204285714286,-122.40663428571429
home,37.76502857142857,-122.40663428571429
home,37.76801428571429,-122.40663428571429
home,37.771,-122.40663428571429
home,37.773985714285715,-122.40663428571429
home,37.77697142857143,-122.40663428571429
home,37.77995714285714,-122.40663428571429
home,37.78294285714286,-122.40663428571429
home,37.78592857142857,-122.40663428571429
home,37.78891428571429,-122.40663428571429
home,37.791900000000005,-122.40663428571429
home,37.79488571428572,-122.40663428571429
home,37.79787142857143,-122.40663428571429
home,37.80085714285715,-122.40663428571429
home,37.80384285714286,-122.40663428571429
home,37.806828571428575,-122.40663428571429
home,37.80981428571429,-122.40663428571429
home,37.7083,-122.40188571428571
home,37.711285714285715,-122.40188571428571
home,37.71427142857143,-122.40188571428571
home,37.71725714285714,-122.40188571428571
home,37.72024285714286,-122.40188571428571
home,37.72322857142857,-122.40188571428571
home,37.726214285714285,-122.40188571428571
home,37.7292,-122.40188571428571
home,37.73218571428571,-122.40188571428571
home,37.735171428571434,-122.40188571428571
home,37.73815714285715,-122.40188571428571
home,37.74114285714286,-122.40188571428571
home,37.744128571428575,-122.40188571428571
home,37.74711428571429,-122.40188571428571
home,37.7501,-122.40188571428571
home,37.75308571428572,-122.40188571428571
home,37.75607142857143,-122.40188571428571
home,37.759057142857145,-122.40188571428571
home,37.76204285714286,-122.40188571428571
home,37.76502857142857,-122.40188571428571
home,37.76801428571429,-122.40188571428571
home,37.771,-122.40188571428571
home,37.773985714285715,-122.40188571428571
home,37.77697142857143,-122.40188571428571
home,37.77995714285714,-122.40188571428571
home,37.78294285714286,-122.40188571428571
home,37.791900000000005,-122.40188571428571
home,37.79488571428572,-122.40188571428571
home,37.79787142857143,-122.40188571428571
home,37.80085714285715,-122.40188571428571
home,37.80384285714286,-122.40188571428571
home,37.7083,-122.39713714285715
home,37.711285714285715,-122.39713714285715
home,37.71427142857143,-122.39713714285715
home,37.71725714285714,-122.39713714285715
home,37.72024285714286,-122.39713714285715
home,37.72322857142857,-122.39713714285715
home,37.726214285714285,-122.39713714285715
home,37.7292,-122.39713714285715
home,37.73218571428571,-122.39713714285715
home,37.735171428571434,-122.39713714285715
home,37.73815714285715,-122.39713714285715
home,37.74114285714286,-122.39713714285715
home,37.744128571428575,-122.39713714285715
home,37.74711428571429,-122.39713714285715
home,37.7501,-122.39713714285715
home,37.75308571428572,-122.39713714285715
home,37.75607142857143,-122.39713714285715
home,37.759057142857145,-122.39713714285715
home,37.76204285714286,-122.39713714285715
home,37.76502857142857,-122.39713714285715
home,37.76801428571429,-122.39713714285715
home,37.771,-122.39713714285715
home,37.773985714285715,-122.39713714285715
home,37.77697142857143,-122.39713714285715
home,37.77995714285714,-122.39713714285715
home,37.78294285714286,-122.39713714285715
home,37.78592857142857,-122.39713714285715
home,37.79488571428572,-122.39713714285715
home,37.79787142857143,-122.39713714285715
home,37.711285714285715,-122.39238857142857
home,37.71427142857143,-122.39238857142857
home,37.71725714285714,-122.39238857142857
home,37.72024285714286,-122.39238857142857
home,37.72322857142857,-122.39238857142857
home,37.726214285714285,-122.39238857142857
home,37.7292,-122.39238857142857
home,37.73218571428571,-122.39238857142857
home,37.735171428571434,-122.39238857142857
home,37.73815714285715,-122.39238857142857
home,37.74114285714286,-122.39238857142857
home,37.744128571428575,-122.39238857142857
home,37.74711428571429,-122.39238857142857
home,37.7501,-122.39238857142857
home,37.75308571428572,-122.39238857142857
home,37.75607142857143,-122.39238857142857
home,37.759057142857145,-122.39238857142857
home,37.76204285714286,-122.39238857142857
home,37.76502857142857,-122.39238857142857
home,37.76801428571429,-122.39238857142857
home,37.771,-122.39238857142857
home,37.773985714285715,-122.39238857142857
home,37.77697142857143,-122.39238857142857
home,37.77995714285714,-122.39238857142857
home,37.78294285714286,-122.39238857142857
home,37.78592857142857,-122.39238857142857
home,37.711285714285715,-122.38764
home,37.71427142857143,-122.38764
home,37.71725714285714,-122.38764
home,37.72024285714286,-122.38764
home,37.72322857142857,-122.38764
home,37.726214285714285,-122.38764
home,37.7292,-122.38764
home,37.73218571428571,-122.38764
home,37.735171428571434,-122.38764
home,37.73815714285715,-122.38764
home,37.74114285714286,-122.38764
home,37.744128571428575,-122.38764
home,37.74711428571429,-122.38764
home,37.7501,-122.38764
home,37.75308571428572,-122.38764
home,37.75607142857143,-122.38764
home,37.759057142857145,-122.38764
home,37.76204285714286,-122.38764
home,37.76502857142857,-122.38764
home,37.76801428571429,-122.38764
home,37.771,-122.38764
home,37.773985714285715,-122.38764
home,37.77697142857143,-122.38764
home,37.77995714285714,-122.38764
home,37.78294285714286,-122.38764
home,37.78592857142857,-122.38764
home,37.71427142857143,-122.38289142857143
home,37.71725714285714,-122.38289142857143
home,37.72024285714286,-122.38289142857143
home,37.72322857142857,-122.38289142857143
home,37.726214285714285,-122.38289142857143
home,37.7292,-122.38289142857143
home,37.73218571428571,-122.38289142857143
home,37.735171428571434,-122.38289142857143
home,37.73815714285715,-122.38289142857143
home,37.74114285714286,-122.38289142857143
home,37.744128571428575,-122.38289142857143
home,37.74711428571429,-122.38289142857143
home,37.7501,-122.38289142857143
home,37.75308571428572,-122.38289142857143
home,37.75607142857143,-122.38289142857143
home,37.759057142857145,-122.38289142857143
home,37.76204285714286,-122.38289142857143
home,37.726214285714285,-122.37814285714286
home,37.7292,-122.37814285714286
home,37.73218571428571,-122.37814285714286
home,37.735171428571434,-122.37814285714286
home,37.73815714285715,-122.37814285714286
home,37.74114285714286,-122.37814285714286
home,37.744128571428575,-122.37814285714286
home,37.7292,-122.37339428571428
home,37.73218571428571,-122.37339428571428
home,37.735171428571434,-122.37339428571428
home,37.73815714285715,-122.37339428571428
home,37.74114285714286,-122.37339428571428
home,37.726214285714285,-122.36864571428572
home,37.7292,-122.36864571428572
home,37.73218571428571,-122.36864571428572
home,37.735171428571434,-122.36864571428572
home,37.726214285714285,-122.36389714285714
home,37.7292,-122.36389714285714
